tweet_id,favorite_count,text
1829143737366393186,4256,"How to get really really ridiculously rich:

1) Learn everything you can about marketing from direct response marketers.

2) Then, forget everything they tell you about everything else.

3) Then learn everything you can about product from software bros.

4) Then use 1 on 3"
1686207311600377856,4251,"To be a top 1% podcaster, you have to upload 21 podcasts. 

90% don’t go past 1. 
9% don’t go past 20. 
1% make it to 21+

So when people say “try harder” it usually just means “don’t give up”."
1706625970076082179,4249,"Easy way to 10x your income:

Sell the same thing to richer people."
1930268623098261787,4161,"Until customers tell you your prices are too high, they’re probably too low."
1687322752980799488,4129,"How to get rich people to buy from you:

Offer the same thing in half the time for twice the price."
1702833477253472467,4097,"Can always make another business.
Can never make another reputation."
2036851866492125640,4055,You will make more money obsessing over why your customers leave than why they buy.
1891540730436321617,3985,If you want to stand out in a crowded marketplace—tell the truth.
1863271890376085642,3843,"If you want premium customers, stop selling cheap stuff."
1887321608710156356,3830,Your competition isn’t other businesses. It’s customer indifference. Nobody cares about your font or logo. They care about what you can do for them in the next 24hrs.
1941175540452557010,3806,It’s okay to offend people who were never going to buy from you anyways.
1809687558370071018,3766,"You’ll build a bigger brand making 0 content and accomplishing shit for 5 yrs, then making content about what you did.

No one cares about your opinion until they know it’s worth something.

Back up your talk with walk."
1761844929066840101,3752,"To sell a thing: show results from simplicity

To sell a service: show results from skill"
1693625117396337149,3750,"Your reputation is the one stock you can only buy more of and can never sell.

Make sure it appreciates."
1887889915775725925,3707,"Money rule of thumb:

People are willing to give you roughly a third of the money you can make them they otherwise wouldn’t have made.

Price accordingly."
1789396880255783289,3652,"No one cares about what you’ve done. 
They care about what you can do for them."
1652177825137577989,3507,It’s easier to sell one really expensive thing to one really rich person than many cheap things to many poor people.
1699498014757343381,3466,"You know who doesn’t struggle to get personal training clients?

Trainers that have god like bodies.

Don’t be the dentist with bad teeth.

You are your own evidence. You should always be your first testimonial."
1707033582521528783,3444,"What it actually takes to build a personal brand:

1) Know who you are.
2) Show who you are.
3) Don’t buy into the love.
4) Or feed into the hate. 
5) Keep going until you get what you want."
2037526915339403425,3423,"If you compete on price, you'll always lose to someone more desperate than you."
1586489346122817536,3422,"Assume the audience has no idea who you are, what you do, how it works, they’re in a rush, and they have a 3rd grade education."
1949190062383755650,3418,"If you make content you like making you’ll attract people who like what you like.

This makes life much easier."
1910702087459279069,3416,"If you want to stand out in the market, give a shit. It’s far rarer trait than intellect or ambition."
1632408770214264832,3377,"I’m gonna say this again:

You can either spend time building something great, then let customers market it for you for the rest of your life.

Or

You can spend no time building it, and spend the rest of your life trying to get customers to buy it.

Quality = Leverage"
1828538148286275686,3372,"The secret to becoming an overnight success is to advertise for three years straight, keep improving your product, and hire people who love your customers as much as you do."
1711938197712928838,3332,"Make something really cool. 
Give it away for free in exchange for contact info.
Follow up immediately and multiple times to ask them if they want more.
Make an offer to those who say they do.
Collect money.
Repeat.

Add more traffic & better free thing to make more faster."
1929223270617755933,3327,"People care more about what you’ve done, not how long you’ve been doing it.

Evidence > Experience"
1702317700666781696,3246,"You don’t need to “learn the algorithm.”

You just need to get better."
1713190458938065058,3184,"If I had to pick one advantage to beat everyone else in the marketplace, it would be speed.

Amazon bet on it. Products faster. 
Netflix bet on it. Watch faster. 
Google bet on it. Find faster. 

If you’re gonna bet on something, get people what they want faster."
1695394458047565860,3181,Provide more free value than anyone else in the market now so that you can charge more money than anyone else later.
1903562380434362812,3177,"If you’re having trouble making a profit in your business consider:
1) Selling to richer customers
2) Raising your prices
2a) Delivering faster
2b) Offering a guarantee
2c) Making things even easier for your customer 

Im talking 2-10x price increases. Not 10-20%. Move the needle"
2035992167102165278,3176,"Successful creators write 100 posts to find 10 that work. Unsuccessful ones write 10 posts and wonder why none work.
Quantity creates quality.
Volume negates luck.
You're not doing enough."
1780203294322803173,3114,Better to be the person people know than the person who knows people.
1797623485147316714,3103,"Market like a direct response marketer. 
Build product like a Silicon Valley engineer.
Sell like a door to door salesman.
Finance like a New York banker.
Plan like a 100 year old family owned business.
Execute like a startup running out of money tomorrow."
1918476899375841660,3043,"The fastest way to make more money is...to ask for more money.

A lot of making money comes down to realizing you don't need anyone's permission to ask for what you want."
1900261877625577740,3024,"A business rule I live by:

Always promote. Never slander."
1904113504140853367,3013,"You have no leads because you suck at marketing, not ""over saturation""
Your cash flow is tanking because of you suck at sales, not ""the weak market""
Youre overwhelmed because you dont know how to recruit & lead good people, not because ""employees are lazy""
Never them. Always you."
1841592622898675883,3010,"It’s far more important who likes your content than how many likes your content gets.

Quality > Quantity"
1802769482479239657,2974,"Give away the information. 
Sell personalization."
2034600763960525119,2971,"3 types of business problems:
1) You don't have enough customers
2) You don't keep the customers you have
3) You don't make enough per customer

Figure out which one you're dealing with, put all your resources towards that, and ignore everything/everyone else."
1628522961711042560,2944,"As a marketing rule of thumb:

If everyone else is doing it, don’t do it."
1694568484330766681,2892,"If you get this, you’ll understand marketing:

Taker: “Buy my thing”

Trader: “Buy my thing - it comes with $1000 of bonuses.”

Giver: “Here’s $1000 of bonuses free…
…wanna try my thing?”

You gain more by giving then asking, than by asking then giving.

Give first. Give fast. 
Make more. Make longer."
1651094304755163139,2866,You can always build another business. But not another reputation.
1841492479289483456,2849,"If you need to make something longer, don’t add more explanation, add more examples.

“A good example is worth twice as much as good advice” - Albert Schweitzer"
1895928324754444398,2832,"People over complicate business.

You need two things:

Great product + large distribution

That’s about it. Everything else distracts from the only things that matter.

Make it the best. 
Get it in front of more people.

Repeat until no more people to get in front of."
1867250611575501158,2802,"You don’t need a rebrand.
You need to do a better job.
The brand will fix itself."
1799237454966272182,2792,"Followers make you famous.
Business makes you rich.

Allocate effort accordingly."
1938990457276768705,2790,"When in doubt, make it more expensive."
1897064564371411189,2759,"Your parents spent months agonizing over one word: your name. 

Because you only get one.

Protect it accordingly."
1813064812336648535,2758,"You’ll build a bigger brand making 0 content and accomplishing shit for 5 yrs, then making 5 years of content about shit you never did."
1598032925328609292,2758,"Give away the secrets, sell the implementation."
1736546865301123125,2753,"Doing the basics with ruthless consistency and precision is what makes you advanced, not complexity.

You don’t get bigger by trying to get bigger. 

You get bigger by getting better.

Growth then happens as a natural consequence of more people wanting your better stuff."
1572314927020269570,2739,"The purpose of writing is for your reader to feel smart, not you."
1690713602179616768,2723,"People over complicate getting customers:

1) Solve a real problem well
2) Do it for free in exchange for contact information
3) Follow up and ask if they want your help solving the next problem in exchange for money.

Bingo bango. Cha-chingo chango. Money mango."
1863354267039600848,2716,"Never trade reputation for money.
You can only get one of them back.

Peace of mind can’t be bought but it can be sold."
1881382481548443979,2701,"Marketing made for 1 real person outperforms marketing made for 1000 hypothetical people.

Whenever I forget this - and it’s easy to - my marketing suffers."
1724913967858933832,2698,"My favorite business model:

Make it better. 
Make it free. 
Monetize another way that your competition can’t."
1794837205522801093,2681,"No one cares what you’ve done, just what you can do for them."
1837124737719492742,2679,"To get leads in any niche:

1) Make something good

2) Advertise it

3) Trade it for contact info

To make money:

1) Follow up with them

2) Offer them:

A) More of that thing you gave for free 

OR 

B) More help using that thing

For more leads, do more step 2 or make 1 better"
1611159403754823681,2600,Give away more than anyone else and you’ll get more than anyone else.
1621498677981495299,2596,"Urgency gets more people to buy.
Scarcity gets people to pay more."
1603073628073066498,2576,The easiest way to increase how much you charge is to solve the same problem for a wealthier person.
1677681793531793408,2572,"I was talking to a friend of mine who decided recently to get into the content game.

He asked why my content was getting more reach than his.

I said “I don’t know. We put out about 250 per week. How many pieces a week are you putting out?”

He replied “I’m posting a measly once a day. Ha! Thank you for resetting my minimum standard.”

He’s already an incredibly successful man (more than me) and it instantly *clicked* for him. 

Volume. (But there’s more to it than that)

I’ve had this happen to me in business more times than I can count.

I think “oh I should just do 30% more or 50% more.”

But the people who are beating me aren’t doing 50 PERCENT more, they’re doing 50 TIMES more. Big. Difference.

We think we’re doing something wrong, but in reality we aren’t doing nearly enough of it.

To get 5x the results sometimes you have to put in 50x the effort."
1760757251382599994,2570,"Being amazing at marketing makes you more money today.

Having an amazing product makes you more money tomorrow. 

The first sale comes from marketing. Every other sale comes from a having good product."
1618681262457360384,2520,"It took me 10yrs years to get this:

You can take two years to build something exceptional, then let your customers market it forever.

Or, you can take two months to make a mediocre product and spend the rest of your life trying to sell it.

Your product is the best marketing."
1707863077046165672,2517,"Six levels of business content:

Level 1: Motivation/Anti-fear
Level 2: Setup (do this to start)
Level 3: Hard skill tactics ($ stuff)
Level 4: Soft skill tactics (people)
Level 5: Strategy (leverage)
Level 6: Market trends (prediction/bets)

Add zeroes to revenue at each level."
1622455067344506880,2511,"If you want to give a business gift, don’t give something with your logo, give it with theirs."
1696202291668238576,2502,A lot of people who think they hate reading - but they actually just hate bad writing.
2037303936621883621,2488,"If you obsess over acquiring customers, you'll lose them to competitors who obsess over keeping them. If you obsess over keeping customers, you'll never need to obsess over acquiring them."
1824914263103738154,2468,"Friendly reminder:

Competitors can copy your offer. 

But they cannot copy your proof.

That has to be earned."
1708971412285686218,2453,"Marketing pro tip:

Block all your competitors’ social media.

You lose a lot more by letting them influence you, than you lose by just living your life without them."
1619818771547561984,2441,"One of the most important marketing lessons I learned from a mentor:

The bigger deal you make something, the bigger deal other people will make it.

Believe what you are doing is a big deal, and others will believe it is too."
1723017732910661980,2428,"There’s a big difference between becoming known and becoming respected. 

Don’t let an algorithm convince you otherwise."
1589974813967323136,2420,"When your free shit is better than their paid shit, you win."
1748479242386485382,2370,"It takes far less effort to show than to persuade.

Save your breath. 
Do it. 
Show them what you did.
They’ll come."
1568644254775365632,2346,"If you wanna make money from marketing:

Don’t be clever, be clear."
1855708249246601531,2335,"#1 Creator Mistake:

They keep building new products for their audience rather than building more audience for their product."
1797974614167146935,2318,People don’t care if you ask them to buy something if you help them first.
1704225113414193450,2306,"All else being equal…

Double your leads. 
Double your business. 

Sometimes it really is that simple."
1713272262114115816,2268,"The best day to start building your pipeline was 20 years ago. 

The second best day is today."
1687429465284976640,2261,"The easiest offer to make rich people is the same thing in half the time for twice the price. 

Money loves speed."
1787837546610958394,2252,"If you want to make more money, four levers to look at immediately:

1) get more eyeballs
2) convert more eyeballs
3) raise prices
4) get people to buy more times"
1949071469671244080,2249,Access to attention is rarer to than access to capital.
1639681086304456704,2246,"I’m gonna say this without trying to insult anyone…

I get asked how I come up with all the content across: YT, TT, Twitter, LI, IG, FB, Pod, Books, etc.

If you spend your time doing the stuff, you don’t need to come up with anything. Just talk about what you did."
1723784623707308423,2222,"If you can summarize something and retain all the same information, you should publish that instead of the original version. 

This is called editing."
1887559437902098553,2221,"Your ideal customer isn’t everyone
Your pricing isn’t for everyone
Your service isn’t for everyone

And if you haven’t pissed someone off today, then it’s worth reminding yourself you’re not for everyone either."
1896159840549937152,2217,"Ways to add value to whatever you sell:
1) Speed: charge more to deliver faster
2) Risk: charge more for taking on risk (or eliminating it)
3) Ease: charge more for removing friction/effort they'd normally have to do

I'm always cycling thru these when trying to add value."
1764701152837357878,2212,"People don’t have shorter attention spans, they have higher standards and better alternatives."
1840834130810192006,2209,Reputation is too small to matter until it’s to too big to change.
1686488319541104640,2201,"Make something good. 
Give some away.
Tell people where they can buy more.
Repeat."
1826818389035418026,2189,"Before saying the algorithm changed or that you got shadow banned, consider the more likely alternative that your content might just have sucked."
1881069337911398491,2179,"If you want someone to be grateful for a product/bonus, break the gift into two parts, ask them to choose which bonus they’d prefer, then give them both."
1945951642089631784,2165,"One of my early mentors who recently passed away taught me a marketing lesson Ill never forget:

If you want something to be a big deal. 
Make it a big deal.

Simple, but profound.

Not all things are worth making a big deal out of.
And nothing is inherently a big deal to begin w"
1778254322478031106,2138,"Easiest way to double your prices:

Do the same job in half the time."
1802722287776596253,2130,"Give away generic. 
Sell specific."
1791182012864426270,2128,"You don’t have to be rich to sell to the rich.

But if you do, you don’t stay not rich for long."
1681709275725348864,2118,"One of the most important marketing lessons I learned from a mentor:   The bigger deal you make something, the bigger deal other people will make it.   Believe what you are doing is a big deal, and others will believe it is too."
1805460011893854401,2116,"Don’t sell at the highest price they’ll pay. 
Sell at the highest price they’ll stick."
1612476434769154049,2101,"When you don’t have tracking, you’re not marketing, you’re gambling."
1687665273351143424,2078,"The secret to direct response advertising is: make crazy claims.

The secret to ethical advertising is: tell the truth. 

The fortune is made by making a product so good the truth IS crazy."
1626743337678929921,2063,"If it doesn’t BUILD your reputation, then don’t do it. No neutral moves."
1705212970798583897,2052,A lot of people would make more money if they took all the time they spend making content about stuff they haven’t done…and just did more money making stuff.
1782539513094652308,2024,"My three laws of advertising:

1) Anything is better than nothing.
2) Some things work better than others.
3) Nothing works forever."
1824881167935623577,2018,"How to sell a $1000:

Put it next to a $10,000 thing."
1806370420595327170,2005,"If I had to pick, I’d rather have something that’s easy to sell and hard to scale than hard to sell but easy to scale."
1694512390258237917,2001,"A buying decision is based on a prediction of future value.

The best way to make someone confident that they’ll get value after they buy…is to provide value before they buy. 

Make your free stuff so good people feel like it got leaked from behind a paywall."
